id_venta,numero_linea,fecha_venta,id_cliente,id_producto,id_tienda,nombre_tienda,ciudad,empresa,nombre_producto,categoria,cantidad,precio_unitario,descuento,genero_cliente,tipo_cliente,talla,metodo_pago,canal,temporada,tipo_prenda,departamento
V002540,1,2024-12-23,C00694,P0002,T018,KOAJ Mall Plaza,Cartagena,KOAJ,Set deportivo,Deportivo,1,"153000,00",0.05,Mujer,Local,XL,Tarjeta débito,Tienda física,Vacaciones,Conjunto,Bolívar
V002337,2,2024-06-04,C02554,P0011,T032,KOAJ La Castellana,Cartagena,KOAJ,Buzo básico,Buzos,1,"132.000,00",0.1,Hombre,Local,XL,Tarjeta crédito,Tienda física,Temporada regular,Buzo,Bolívar
V000255,1,2023-06-27,C01104,P0019,T011,KOAJ Santa Fe,Medellín,KOAJ,Top,Tops,2,"69000,00",0.0,Hombre,Local,XXL,Transferencia,Tienda física,Temporada regular,Top,Antioquia
V002866,1,2023-12-27,C01886,P0013,T004,KOAJ Unicentro,Armenia,KOAJ,Bolso,Accesorios,4,"59000,00",0.0,Hombre,Local,S,Tarjeta crédito,Online,Temporada regular,Accesorio,Quindío
V001516,2,2025-12-30,C01325,P0009,T026,KOAJ Portal del Quindío,Armenia,KOAJ,Camisa casual,Camisas,1,"131000,00",0.0,Mujer,Local,L,Tarjeta débito,Tienda física,Temporada regular,Camisa,Quindío
V002675,1,2025-02-09,C00308,P0010,T018,KOAJ Mall Plaza,Cartagena,KOAJ,Short,Shorts,1,"92000,00",0.3,Mujer,Turista,32,Efectivo,Tienda física,Temporada regular,Short,Bolívar
V000789,3,2025-01-08,C00971,P0001,T004,KOAJ Unicentro,Armenia,KOAJ,Pantalón clásico,Pantalones,1,"144000,00",0.0,Mujer,Local,28,Tarjeta crédito,Tienda física,Temporada de diciembre,Pantalón,Quindío
V002299,1,2024-12-03,C01229,P0006,T015,KOAJ Wajira,Riohacha,KOAJ,Cinturón,Accesorios,1,"57000,00",0.0,Mujer,Local,XXL,Efectivo,Tienda física,Vacaciones,Accesorio,La Guajira
V001871,2,2025-03-26,C02312,P0023,T004,KOAJ Unicentro,Armenia,KOAJ,Camiseta oversize,Camisetas,3,"78000,00",0.2,Hombre,Local,L,Tarjeta débito,Tienda física,Temporada regular,Camiseta,Quindío
V003442,2,2023-01-03,C00329,P0025,T039,KOAJ Alamedas,Montería,KOAJ,Vestido corto,Vestidos,1,"143.000,00",0.15,Hombre,Local,M,Efectivo,Tienda física,Temporada regular,Vestido,Córdoba
V000096,2,2023-10-17,C01126,P0024,T022,KOAJ Portal del Prado,Barranquilla,KOAJ,Chaqueta denim,Chaquetas,1,"211.000,00",0.0,Mujer,Local,M,Efectivo,Tienda física,Temporada regular,Chaqueta,Atlántico
V003629,1,2024-01-17,C01636,P0008,T019,KOAJ Primavera Urbana,Villavicencio,KOAJ,Chaqueta bomber,Chaquetas,3,"211000,00",0.0,Hombre,Local,XS,Tarjeta débito,Tienda física,Día de la Madre,Chaqueta,Meta
V002964,2,2024-03-23,C00854,P0018,T031,KOAJ Campanario,Popayán,KOAJ,Camiseta básica,Camisetas,2,"73000,00",0.0,Mujer,Local,L,Tarjeta débito,Tienda física,Día de la Madre,Camiseta,Cauca
V003203,2,2025-08-21,C01326,P0014,T004,KOAJ Unicentro,Armenia,KOAJ,Jogger,Pantalones,2,"137000,00",0.0,Hombre,Local,28,Tarjeta crédito,Tienda física,Temporada de diciembre,Pantalón,Quindío
V002688,2,2023-09-07,C01305,P0024,T006,KOAJ Único,Pasto,KOAJ,Chaqueta denim,Chaquetas,1,"214.000,00",0.0,Mujer,Local,XL,Tarjeta crédito,Tienda física,Temporada regular,Chaqueta,Nariño
V000238,2,2023-03-17,C00283,P0024,T043,KOAJ Victoria,Pereira,KOAJ,Chaqueta denim,Chaquetas,4,212000,0.0,Hombre,Local,M,Efectivo,Tienda física,Regreso a clases,Chaqueta,Risaralda
V002080,1,2024-10-04,C02372,P0008,T032,KOAJ La Castellana,Cartagena,KOAJ,Chaqueta bomber,Chaquetas,2,"206.000,00",0.05,Mujer,Local,S,Efectivo,Tienda física,Temporada regular,Chaqueta,Bolívar
V001979,2,2025-06-11,C02275,P0020,T027,KOAJ Los Molinos,Medellín,KOAJ,Camiseta estampada,Camisetas,2,"81000,00",0.0,Hombre,Local,XL,Tarjeta débito,Tienda física,Temporada regular,Camiseta,Antioquia
V003110,1,2025-06-03,C01626,P0015,T021,KOAJ Mallplaza,Manizales,KOAJ,Jean straight,Jeans,3,"172000,00",0.0,Hombre,Local,36,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Caldas
V001449,2,2024-10-10,C00413,P0004,T009,KOAJ Buenavista,Montería,KOAJ,Jean skinny,Jeans,1,"177.000,00",0.3,Hombre,Local,30,Tarjeta débito,Tienda física,Día de la Madre,Pantalón,Córdoba
V002765,1,2024-11-05,C00207,P0004,T023,KOAJ Jardín Plaza,Cali,KOAJ,Jean skinny,Jeans,1,"181.000,00",0.0,Hombre,Local,40,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Valle del Cauca
V003303,1,2023-08-23,C01327,P0011,T028,KOAJ Ventura Plaza,Cúcuta,KOAJ,Buzo básico,Buzos,2,"140000,00",0.0,Mujer,Local,M,Tarjeta crédito,Tienda física,Día de la Madre,Buzo,Norte de Santander
V001175,1,2025-12-31,C00917,P0017,T004,KOAJ Unicentro,Armenia,KOAJ,Vestido casual,Vestidos,3,142000,0.0,Hombre,Local,XXL,Tarjeta crédito,Tienda física,Temporada regular,Vestido,Quindío
V000295,1,2025-03-15,C00474,P0016,T004,KOAJ Unicentro,Armenia,KOAJ,Pantalón cargo,Pantalones,1,"134000,00",0.0,Hombre,Local,40,Tarjeta débito,Online,Día del Padre,Pantalón,Quindío
V001374,1,2025-06-04,C00628,P0018,T015,KOAJ Wajira,Riohacha,KOAJ,Camiseta básica,Camisetas,2,"73.000,00",0.0,Hombre,Local,XXL,Efectivo,Tienda física,Temporada regular,Camiseta,La Guajira
V000673,2,2025-09-23,C00448,P0003,T017,KOAJ Titán Plaza,Bogotá,KOAJ,Jean mom,Jeans,1,"185.000,00",0.0,Mujer,Local,34,Tarjeta débito,Tienda física,Vacaciones,Pantalón,Bogotá D.C.
V002048,1,2025-01-19,C00550,P0026,T009,KOAJ Buenavista,Montería,KOAJ,Buzo con capucha,Buzos,1,"136000,00",0.4,Mujer,Local,XXL,Efectivo,Online,Vacaciones,Buzo,Córdoba
V001359,2,2025-09-24,C02202,P0023,T041,KOAJ Mayales,Valledupar,KOAJ,Camiseta oversize,Camisetas,1,"78.000,00",0.0,Mujer,Local,XS,Transferencia,Tienda física,Temporada de diciembre,Camiseta,Cesar
V003461,1,2024-06-26,C01397,P0002,T027,KOAJ Los Molinos,Medellín,KOAJ,Set deportivo,Deportivo,2,"157000,00",0.15,Mujer,Local,L,Transferencia,Tienda física,Black Friday,Conjunto,Antioquia
V003733,2,2025-04-06,C00054,P0018,T019,KOAJ Primavera Urbana,Villavicencio,KOAJ,Camiseta básica,Camisetas,3,"79000,00",0.0,Hombre,Local,XL,Efectivo,Tienda física,Temporada regular,Camiseta,Meta
V002034,1,2023-04-11,C01697,P0017,T018,KOAJ Mall Plaza,Cartagena,KOAJ,Vestido casual,Vestidos,2,"147000,00",0.1,Mujer,Turista,XL,Transferencia,Tienda física,Temporada regular,Vestido,Bolívar
V000628,1,2023-11-29,C00635,P0013,T009,KOAJ Buenavista,Montería,KOAJ,Bolso,Accesorios,4,"56000,00",0.0,Mujer,Local,S,Tarjeta débito,Tienda física,Black Friday,Accesorio,Córdoba
V003670,2,2025-08-22,C00753,P0002,T009,KOAJ Buenavista,Montería,KOAJ,Set deportivo,Deportivo,1,"162.000,00",0.0,Mujer,Local,XXL,Tarjeta crédito,Tienda física,Temporada regular,Conjunto,Córdoba
V002601,1,2023-04-02,C01282,P0019,T022,KOAJ Portal del Prado,Barranquilla,KOAJ,Top,Tops,4,"72.000,00",0.0,Mujer,Local,XS,Tarjeta crédito,Tienda física,Temporada regular,Top,Atlántico
V001078,2,2024-03-09,C02319,P0008,T023,KOAJ Jardín Plaza,Cali,KOAJ,Chaqueta bomber,Chaquetas,2,"219.000,00",0.05,Mujer,Local,XS,Tarjeta crédito,Tienda física,Vacaciones,Chaqueta,Valle del Cauca
V002053,3,2023-03-28,C00890,P0009,T043,KOAJ Victoria,Pereira,KOAJ,Camisa casual,Camisas,1,"128.000,00",0.0,Hombre,Local,S,Efectivo,Tienda física,Regreso a clases,Camisa,Risaralda
V003268,3,2025-01-02,C00560,P0022,T010,KOAJ Terraplaza,Popayán,KOAJ,Tenis casuales,Calzado,1,202000,0.0,Mujer,Local,XS,Tarjeta débito,Tienda física,Vacaciones,Calzado,Cauca
V000612,1,2024-07-25,C00425,P0021,T019,KOAJ Primavera Urbana,Villavicencio,KOAJ,Polo,Camisas,1,"126000,00",0.0,Mujer,Local,XL,Tarjeta crédito,Tienda física,Temporada regular,Polo,Meta
V001710,1,2025-03-05,C01275,P0022,T035,KOAJ Mayorca,Medellín,KOAJ,Tenis casuales,Calzado,4,"194000,00",0.0,Hombre,Local,XS,Efectivo,Tienda física,Temporada regular,Calzado,Antioquia
V002138,1,2024-04-13,C00905,P0026,T009,KOAJ Buenavista,Montería,KOAJ,Buzo con capucha,Buzos,3,"140000,00",0.0,Hombre,Turista,XXL,Tarjeta débito,Online,Temporada de diciembre,Buzo,Córdoba
V003402,3,2024-05-22,C02789,P0002,T001,KOAJ Premium Plaza,Medellín,KOAJ,Set deportivo,Deportivo,1,"149000,00",0.3,Mujer,Local,XL,Tarjeta crédito,Tienda física,Temporada regular,Conjunto,Antioquia
V001938,1,2023-06-25,C00806,P0019,T005,KOAJ Viva Sincelejo,Sincelejo,KOAJ,Top,Tops,2,"72000,00",0.3,Hombre,Local,M,Tarjeta débito,Tienda física,Temporada regular,Top,Sucre
V000001,2,2023-02-11,C00548,P0009,T021,KOAJ Mallplaza,Manizales,KOAJ,Camisa casual,Camisas,1,"129000,00",0.0,Hombre,Local,L,Tarjeta crédito,Tienda física,Temporada regular,Camisa,Caldas
V003117,3,2023-10-20,C01731,P0025,T014,KOAJ La Estación,Ibagué,KOAJ,Vestido corto,Vestidos,1,"146.000,00",0.0,Hombre,Local,XS,Transferencia,Tienda física,Black Friday,Vestido,Tolima
V003174,1,2025-09-27,C01296,P0024,T004,KOAJ Unicentro,Armenia,KOAJ,Chaqueta denim,Chaquetas,1,"213.000,00",0.0,Mujer,Local,XS,Tarjeta crédito,Tienda física,Temporada regular,Chaqueta,Quindío
V000664,3,2023-07-16,C00086,P0023,T043,KOAJ Victoria,Pereira,KOAJ,Camiseta oversize,Camisetas,4,"81000,00",0.05,Mujer,Local,XXL,Transferencia,Tienda física,Temporada regular,Camiseta,Risaralda
V001073,2,2025-08-18,C02113,P0022,T004,KOAJ Unicentro,Armenia,KOAJ,Tenis casuales,Calzado,1,"204.000,00",0.05,Mujer,Local,XS,Efectivo,Tienda física,Temporada regular,Calzado,Quindío
V001751,2,2025-10-28,C01312,P0001,T013,KOAJ Caracolí,Bucaramanga,KOAJ,Pantalón clásico,Pantalones,3,"140000,00",0.0,Mujer,Local,30,Tarjeta crédito,Tienda física,Temporada de diciembre,Pantalón,Santander
V003216,1,2023-02-24,C01976,P0013,T028,KOAJ Ventura Plaza,Cúcuta,KOAJ,Bolso,Accesorios,1,"54000,00",0.0,Mujer,Turista,XL,Transferencia,Online,Temporada regular,Accesorio,Norte de Santander
V002431,1,2023-10-16,C01743,P0026,T001,KOAJ Premium Plaza,Medellín,KOAJ,Buzo con capucha,Buzos,1,142000,0.0,Mujer,Local,M,Tarjeta crédito,Tienda física,Temporada de diciembre,Buzo,Antioquia
V003378,1,2025-02-16,C00952,P0001,T022,KOAJ Portal del Prado,Barranquilla,KOAJ,Pantalón clásico,Pantalones,2,"150000,00",0.4,Hombre,Local,32,Tarjeta débito,Tienda física,Temporada regular,Pantalón,Atlántico
V002519,2,2024-12-18,C02263,P0015,T033,KOAJ Parque Arboleda,Pereira,KOAJ,Jean straight,Jeans,1,178000,0.0,Mujer,Local,40,Efectivo,Tienda física,Temporada regular,Pantalón,Risaralda
V002636,2,2024-09-09,C02773,P0003,T018,KOAJ Mall Plaza,Cartagena,KOAJ,Jean mom,Jeans,2,"181000,00",0.0,Mujer,Local,28,Tarjeta débito,Online,Vacaciones,Pantalón,Bolívar
V002497,2,2023-04-21,C02309,P0022,T042,KOAJ Guatapurí,Valledupar,KOAJ,Tenis casuales,Calzado,1,"208.000,00",0.0,Mujer,Local,S,Tarjeta débito,Tienda física,Temporada regular,Calzado,Cesar
V000356,2,2025-10-02,C01544,P0008,T016,KOAJ Guacarí,Sincelejo,KOAJ,Chaqueta bomber,Chaquetas,1,"206.000,00",0.15,Mujer,Local,XL,Tarjeta crédito,Tienda física,Temporada de diciembre,Chaqueta,Sucre
V001254,2,2023-01-14,C02379,P0011,T023,KOAJ Jardín Plaza,Cali,KOAJ,Buzo básico,Buzos,1,137000,0.0,Mujer,Local,XL,Efectivo,Tienda física,Vacaciones,Buzo,Valle del Cauca
V003134,3,2024-08-27,C01128,P0009,T009,KOAJ Buenavista,Montería,KOAJ,Camisa casual,Camisas,1,"125000,00",0.0,Mujer,Local,,Tarjeta crédito,Tienda física,Black Friday,Camisa,Córdoba
V002600,2,2024-12-16,C01454,P0005,T009,KOAJ Buenavista,Montería,KOAJ,Falda,Faldas,2,"114.000,00",0.0,Hombre,Local,L,Tarjeta crédito,Tienda física,Temporada regular,Falda,  Córdoba  
V000183,3,2025-10-26,C02360,P0015,T035,KOAJ Mayorca,Medellín,KOAJ,Jean straight,Jeans,2,"180000,00",0.0,Mujer,Local,40,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Antioquia
V000458,1,2025-01-25,C00908,P0015,T019,KOAJ Primavera Urbana,Villavicencio,KOAJ,Jean straight,Jeans,1,"178000,00",0.1,Mujer,Turista,40,Tarjeta débito,Tienda física,Temporada regular,Pantalón,Meta
V002496,2,2025-05-08,C01816,P0012,T028,KOAJ Ventura Plaza,Cúcuta,KOAJ,Blusa,Blusas,2,"112000,00",0.0,Mujer,Local,XL,Tarjeta débito,Tienda física,Temporada regular,Blusa,Norte de Santander
V000374,3,2024-10-03,C00639,P0020,T029,KOAJ Cosmocentro,Cali,KOAJ,Camiseta estampada,Camisetas,3,"76000,00",0.0,Hombre,Local,XS,Tarjeta crédito,Tienda física,Black Friday,Camiseta,Valle del Cauca
V001638,2,2024-01-19,C00349,P0022,T038,KOAJ Plaza Central,Bogotá,KOAJ,  Tenis casuales  ,Calzado,1,"198000,00",0.15,Hombre,Local,M,Tarjeta crédito,Tienda física,Temporada regular,Calzado,Bogotá D.C.
V003706,1,2024-09-14,C01335,P0018,T028,KOAJ Ventura Plaza,Cúcuta,KOAJ,Camiseta básica,Camisetas,1,75000,0.0,Hombre,Local,S,Tarjeta crédito,Tienda física,Temporada regular,Camiseta,Norte de Santander
V001917,1,2023-01-29,C00681,P0004,T019,KOAJ Primavera Urbana,Villavicencio,KOAJ,Jean skinny,Jeans,1,"164.000,00",0.0,Mujer,Turista,36,Transferencia,Tienda física,Temporada regular,Pantalón,Meta
V002149,1,2025-03-14,C00814,P0026,T009,KOAJ Buenavista,Montería,KOAJ,Buzo con capucha,Buzos,1,"140000,00",0.15,Hombre,Turista,XXL,Tarjeta débito,Tienda física,Regreso a clases,Buzo,Córdoba
V002531,2,2023-02-05,C01807,P0004,T014,KOAJ La Estación,Ibagué,KOAJ,Jean skinny,Jeans,1,179000,0.0,Mujer,Local,28,Tarjeta crédito,Tienda física,Black Friday,Pantalón,Tolima
V003237,1,2024-10-29,C01916,P0021,T008,KOAJ Gran Estación,Bogotá,KOAJ,Polo,Camisas,1,"118000,00",0.0,Mujer,Local,XXL,Transferencia,Tienda física,Temporada regular,Polo,Bogotá D.C.
V001603,1,2025-01-29,C00924,P0002,T043,KOAJ Victoria,Pereira,KOAJ,Set deportivo,Deportivo,1,"159000,00",0.15,Mujer,Local,XS,Tarjeta crédito,Tienda física,Temporada regular,Conjunto,Risaralda
V001829,2,2023-12-22,C00923,P0002,T032,KOAJ La Castellana,Cartagena,KOAJ,Set deportivo,Deportivo,3,"153.000,00",0.0,Hombre,Local,S,Tarjeta débito,Tienda física,Temporada regular,Conjunto,Bolívar
V001769,1,2023-02-02,C00380,P0014,T010,KOAJ Terraplaza,Popayán,KOAJ,Jogger,Pantalones,2,"136.000,00",0.0,Hombre,Local,28,Tarjeta débito,Tienda física,Temporada regular,Pantalón,Cauca
V000432,1,2023-10-31,C00950,P0009,T004,KOAJ Unicentro,Armenia,KOAJ,Camisa casual,Camisas,4,"130000,00",0.0,Hombre,Local,XL,Efectivo,Tienda física,Temporada regular,Camisa,Quindío
V001392,2,2024-08-22,C01987,P0014,T002,KOAJ Multicentro,Ibagué,KOAJ,Jogger,Pantalones,2,"135000,00",0.0,Hombre,Local,32,Efectivo,Online,Temporada de diciembre,Pantalón,Tolima
V003715,1,2023-04-16,C02730,P0008,T031,KOAJ Campanario,Popayán,KOAJ,Chaqueta bomber,Chaquetas,2,"221.000,00",0.4,Mujer,Turista,L,Tarjeta crédito,Tienda física,Temporada regular,Chaqueta,Cauca
V002520,1,2023-09-02,C02255,P0001,T004,KOAJ Unicentro,Armenia,KOAJ,Pantalón clásico,Pantalones,1,"143.000,00",0.0,Mujer,Local,40,Efectivo,Tienda física,Vacaciones,Pantalón,Quindío
V000988,2,2023-12-03,C02466,P0015,T036,KOAJ Caribe Plaza,Cartagena,KOAJ,Jean straight,Jeans,1,"177000,00",0.0,Mujer,Local,28,Transferencia,Tienda física,Temporada regular,Pantalón,Bolívar
V003551,1,2025-02-23,C00487,P0003,T016,KOAJ Guacarí,Sincelejo,KOAJ,Jean mom,Jeans,1,"183000,00",0.0,Mujer,Local,38,Tarjeta débito,Tienda física,Temporada regular,Pantalón,  Sucre  
V002441,1,2025-05-29,C01261,P0002,T022,KOAJ Portal del Prado,Barranquilla,KOAJ,Set deportivo,Deportivo,1,"148000,00",0.0,Mujer,Local,S,Efectivo,Tienda física,Vacaciones,Conjunto,Atlántico
V000162,1,2023-07-15,C01834,P0008,T009,KOAJ Buenavista,Montería,KOAJ,Chaqueta bomber,Chaquetas,1,"218000,00",0.0,Mujer,Local,M,Tarjeta crédito,Tienda física,Vacaciones,Chaqueta,Córdoba
V002205,2,2025-03-10,C00924,P0024,T027,KOAJ Los Molinos,Medellín,KOAJ,Chaqueta denim,Chaquetas,1,209000,0.0,Mujer,Local,M,Tarjeta débito,Tienda física,Regreso a clases,Chaqueta,Antioquia
V002825,1,2025-02-09,C00734,P0017,T020,KOAJ Salitre Plaza,Bogotá,KOAJ,Vestido casual,Vestidos,1,141000,0.0,Mujer,Local,XL,Tarjeta crédito,Tienda física,Temporada regular,Vestido,Bogotá D.C.
V003238,1,2025-08-10,C02617,P0017,T031,KOAJ Campanario,Popayán,KOAJ,Vestido casual,Vestidos,4,152000,0.1,Mujer,Local,XL,Tarjeta crédito,Tienda física,Temporada regular,Vestido,Cauca
V003225,1,2025-04-06,C02783,P0006,T009,KOAJ Buenavista,Montería,KOAJ,Cinturón,Accesorios,3,"56000,00",0.4,Hombre,Local,S,Tarjeta crédito,Tienda física,Vacaciones,Accesorio,Córdoba
V000170,1,2024-01-20,C00655,P0017,T010,KOAJ Terraplaza,Popayán,KOAJ,Vestido casual,Vestidos,1,"140.000,00",0.0,Hombre,Local,S,Tarjeta crédito,Tienda física,Temporada de diciembre,Vestido,Cauca
V002841,1,2025-01-19,C00625,P0017,T005,KOAJ Viva Sincelejo,Sincelejo,KOAJ,Vestido casual,Vestidos,1,"143.000,00",0.05,Mujer,Local,L,Tarjeta crédito,Tienda física,Temporada regular,Vestido,Sucre
V002854,2,2025-12-01,C01705,P0025,T034,KOAJ Viva Barranquilla,Barranquilla,KOAJ,Vestido corto,Vestidos,2,"144000,00",0.0,Hombre,Local,L,Efectivo,Tienda física,Día de la Madre,Vestido,Atlántico
V001738,1,2023-06-22,C02704,P0012,T026,KOAJ Portal del Quindío,Armenia,KOAJ,Blusa,Blusas,4,"114.000,00",0.0,Mujer,Turista,S,Transferencia,Tienda física,Temporada regular,Blusa,Quindío
V002794,1,2024-08-09,C01957,P0010,T027,KOAJ Los Molinos,Medellín,KOAJ,Short,Shorts,1,"94000,00",0.0,Hombre,Turista,32,Efectivo,Tienda física,Temporada regular,Short,Antioquia
V000055,2,2025-08-10,C01901,P0005,T030,KOAJ Cacique,Bucaramanga,KOAJ,Falda,Faldas,2,"112.000,00",0.0,Mujer,Local,M,Tarjeta crédito,Tienda física,Temporada regular,Falda,Santander
V001943,1,2024-06-26,C02255,P0015,T003,KOAJ Ocean Mall,Santa Marta,KOAJ,Jean straight,Jeans,2,"178.000,00",0.3,Mujer,Local,38,Tarjeta crédito,Tienda física,Temporada de diciembre,Pantalón,Magdalena
V001380,3,2024-08-07,C00016,P0025,T033,KOAJ Parque Arboleda,Pereira,KOAJ,Vestido corto,Vestidos,1,"140.000,00",0.05,Mujer,Local,L,Tarjeta débito,Tienda física,Temporada de diciembre,Vestido,Risaralda
V000595,3,2025-05-25,C02217,P0009,T041,KOAJ Mayales,Valledupar,KOAJ,Camisa casual,Camisas,1,"127.000,00",0.0,Mujer,Local,L,Efectivo,Tienda física,Temporada regular,Camisa,Cesar
V000532,1,2023-01-06,C02628,P0003,T027,KOAJ Los Molinos,Medellín,KOAJ,Jean mom,Jeans,3,"175000,00",0.0,Mujer,Local,40,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Antioquia
V002517,2,2024-01-08,C02780,P0014,T010,KOAJ Terraplaza,Popayán,KOAJ,Jogger,Pantalones,1,"141000,00",0.0,Hombre,Local,30,Transferencia,Tienda física,Regreso a clases,Pantalón,Cauca
V003409,1,2024-12-26,C00938,P0023,T004,KOAJ Unicentro,Armenia,KOAJ,Camiseta oversize,Camisetas,1,75000,0.0,Hombre,Local,S,Efectivo,Tienda física,Temporada regular,Camiseta,Quindío
V001286,1,2024-12-07,C01284,P0017,T016,KOAJ Guacarí,Sincelejo,KOAJ,Vestido casual,Vestidos,2,"144.000,00",0.0,Mujer,Local,,Efectivo,Tienda física,Temporada regular,Vestido,Sucre
V003018,1,2025-01-30,C00765,P0009,T030,KOAJ Cacique,Bucaramanga,KOAJ,Camisa casual,Camisas,1,131000,0.0,Mujer,Local,XXL,Tarjeta crédito,Tienda física,Temporada regular,Camisa,Santander
V000536,1,2023-08-10,C02044,P0013,T025,KOAJ El Tesoro,Medellín,KOAJ,Bolso,Accesorios,1,56000,0.0,Mujer,Local,XS,Tarjeta crédito,Tienda física,Temporada de diciembre,Accesorio,Antioquia
V002936,1,2025-03-31,C02388,P0013,T012,KOAJ Chipichape,Cali,KOAJ,Bolso,Accesorios,2,"55.000,00",0.0,Hombre,Local,XL,Tarjeta crédito,Tienda física,Vacaciones,Accesorio,Valle del Cauca
V001267,1,2024-11-05,C00386,P0025,T004,KOAJ Unicentro,Armenia,KOAJ,Vestido corto,Vestidos,2,"134000,00",0.0,Mujer,Local,M,Tarjeta crédito,Tienda física,Temporada regular,Vestido,Quindío
V000834,1,2023-12-26,C01486,P0025,T016,KOAJ Guacarí,Sincelejo,KOAJ,Vestido corto,Vestidos,1,"139000,00",0.0,Hombre,Local,S,Tarjeta débito,Tienda física,Temporada regular,Vestido,Sucre
V001263,1,2023-07-17,C02264,P0009,T008,KOAJ Gran Estación,Bogotá,KOAJ,Camisa casual,Camisas,1,"124.000,00",0.0,Mujer,Local,XXL,Transferencia,Tienda física,Temporada regular,Camisa,Bogotá D.C.
V001269,1,2025-10-20,C00445,P0025,T026,KOAJ Portal del Quindío,Armenia,KOAJ,Vestido corto,Vestidos,3,"142.000,00",0.0,Mujer,Local,L,Tarjeta crédito,Tienda física,Temporada regular,Vestido,Quindío
V001664,1,2023-08-28,C00868,P0006,T007,KOAJ San Pedro Plaza,Neiva,KOAJ,Cinturón,Accesorios,2,"59000,00",0.2,Mujer,Turista,XS,Tarjeta crédito,Tienda física,Temporada regular,Accesorio,Huila
V002583,1,2025-10-13,C01356,P0020,T004,KOAJ Unicentro,Armenia,KOAJ,Camiseta estampada,Camisetas,4,"79000,00",0.0,Mujer,Local,XS,Tarjeta débito,Tienda física,Temporada regular,Camiseta,Quindío
V000731,1,2025-12-21,C01278,P0023,T023,KOAJ Jardín Plaza,Cali,KOAJ,Camiseta oversize,Camisetas,1,"80000,00",0.15,Mujer,Local,M,Efectivo,Tienda física,Día del Padre,Camiseta,Valle del Cauca
V001560,2,2025-07-19,C00095,P0004,T012,KOAJ Chipichape,Cali,KOAJ,Jean skinny,Jeans,2,171000,0.0,Hombre,Local,30,Efectivo,Tienda física,Día de la Madre,Pantalón,Valle del Cauca
V003167,2,2024-02-03,C02293,P0026,T004,KOAJ Unicentro,Armenia,KOAJ,Buzo con capucha,Buzos,3,"131.000,00",0.3,Mujer,Local,XL,Tarjeta débito,Tienda física,Temporada regular,Buzo,Quindío
V001691,1,2025-08-15,C01153,P0006,T024,KOAJ La Quinta,Bucaramanga,KOAJ,Cinturón,Accesorios,4,"58000,00",0.0,Mujer,Local,XS,Tarjeta débito,Tienda física,Temporada regular,Accesorio,Santander
V002269,2,2025-05-12,C02147,P0021,T022,KOAJ Portal del Prado,Barranquilla,KOAJ,Polo,Camisas,1,121000,0.0,Mujer,Local,S,Efectivo,Tienda física,Vacaciones,Polo,Atlántico
V002865,2,2025-10-30,C02060,P0017,T003,KOAJ Ocean Mall,Santa Marta,KOAJ,Vestido casual,Vestidos,1,"152000,00",0.0,Hombre,Local,XS,Tarjeta débito,Tienda física,Temporada regular,Vestido,Magdalena
V002416,2,2024-02-16,C00064,P0021,T001,KOAJ Premium Plaza,Medellín,KOAJ,Polo,Camisas,4,"126000,00",0.3,Hombre,Local,XXL,Tarjeta débito,Tienda física,Temporada regular,Polo,Antioquia
V001031,1,2024-01-12,C01147,P0014,T018,KOAJ Mall Plaza,Cartagena,KOAJ,Jogger,Pantalones,4,140000,0.15,Mujer,Local,38,Tarjeta crédito,Online,Temporada regular,Pantalón,Bolívar
V000118,1,2023-04-14,C01464,P0023,T004,KOAJ Unicentro,Armenia,KOAJ,Camiseta oversize,Camisetas,3,"79000,00",0.0,Mujer,Local,XL,Efectivo,Online,Temporada regular,Camiseta,Quindío
V003769,3,2025-03-01,C01044,P0019,T024,KOAJ La Quinta,Bucaramanga,KOAJ,Top,Tops,2,"74.000,00",0.0,Hombre,Local,L,Tarjeta débito,Tienda física,Temporada regular,Top,Santander
V001992,1,2023-08-22,C02096,P0008,T021,KOAJ Mallplaza,Manizales,KOAJ,Chaqueta bomber,Chaquetas,1,"223000,00",0.0,Hombre,Local,L,Tarjeta débito,Tienda física,Temporada regular,Chaqueta,Caldas
V001169,2,2025-07-08,C02780,P0006,T036,KOAJ Caribe Plaza,Cartagena,KOAJ,Cinturón,Accesorios,3,"56000,00",0.0,Mujer,Local,XS,Tarjeta débito,Tienda física,Día del Padre,Accesorio,Bolívar
V002963,3,2025-11-07,C00622,P0016,T003,KOAJ Ocean Mall,Santa Marta,KOAJ,Pantalón cargo,Pantalones,4,141000,0.0,Mujer,Local,32,Tarjeta crédito,Online,Vacaciones,Pantalón,Magdalena
V002862,1,2023-06-30,C00339,P0008,T017,KOAJ Titán Plaza,Bogotá,KOAJ,Chaqueta bomber,Chaquetas,2,"219000,00",0.0,Hombre,Local,XXL,Tarjeta crédito,Tienda física,Temporada regular,Chaqueta,Bogotá D.C.
