id_venta,numero_linea,fecha_venta,id_cliente,genero_cliente,tipo_cliente,id_producto,nombre_producto,categoria,tipo_prenda,id_tienda,nombre_tienda,ciudad,departamento,empresa,cantidad,precio_unitario,descuento,metodo_pago,canal,temporada,talla
V001254,2,2023-01-14,C02379,Mujer,Local,P0011,Buzo Básico,Buzos,Buzo,T023,Koaj Jardín Plaza,Cali,Valle Del Cauca,KOAJ,1,137000.0,0.0,Efectivo,Tienda Física,Vacaciones,Xl
V003134,3,2024-08-27,C01128,Mujer,Local,P0009,Camisa Casual,Camisas,Camisa,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,125000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,Sin Talla
V002600,2,2024-12-16,C01454,Hombre,Local,P0005,Falda,Faldas,Falda,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,2,114000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V000183,3,2025-10-26,C02360,Mujer,Local,P0015,Jean Straight,Jeans,Pantalón,T035,Koaj Mayorca,Medellín,Antioquia,KOAJ,2,180000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,40
V000458,1,2025-01-25,C00908,Mujer,Turista,P0015,Jean Straight,Jeans,Pantalón,T019,Koaj Primavera Urbana,Villavicencio,Meta,KOAJ,1,178000.0,0.1,Tarjeta Débito,Tienda Física,Temporada Regular,40
V002496,2,2025-05-08,C01816,Mujer,Local,P0012,Blusa,Blusas,Blusa,T028,Koaj Ventura Plaza,Cúcuta,Norte De Santander,KOAJ,2,112000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V000374,3,2024-10-03,C00639,Hombre,Local,P0020,Camiseta Estampada,Camisetas,Camiseta,T029,Koaj Cosmocentro,Cali,Valle Del Cauca,KOAJ,3,76000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,Xs
V001638,2,2024-01-19,C00349,Hombre,Local,P0022,Tenis Casuales,Calzado,Calzado,T038,Koaj Plaza Central,Bogotá,Bogotá D.C.,KOAJ,1,198000.0,0.15,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V003706,1,2024-09-14,C01335,Hombre,Local,P0018,Camiseta Básica,Camisetas,Camiseta,T028,Koaj Ventura Plaza,Cúcuta,Norte De Santander,KOAJ,1,75000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V001917,1,2023-01-29,C00681,Mujer,Turista,P0004,Jean Skinny,Jeans,Pantalón,T019,Koaj Primavera Urbana,Villavicencio,Meta,KOAJ,1,164000.0,0.0,Transferencia,Tienda Física,Temporada Regular,36
V002149,1,2025-03-14,C00814,Hombre,Turista,P0026,Buzo Con Capucha,Buzos,Buzo,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,140000.0,0.15,Tarjeta Débito,Tienda Física,Regreso A Clases,Xxl
V002531,2,2023-02-05,C01807,Mujer,Local,P0004,Jean Skinny,Jeans,Pantalón,T014,Koaj La Estación,Ibagué,Tolima,KOAJ,1,179000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,28
V003237,1,2024-10-29,C01916,Mujer,Local,P0021,Polo,Camisas,Polo,T008,Koaj Gran Estación,Bogotá,Bogotá D.C.,KOAJ,1,118000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xxl
V001603,1,2025-01-29,C00924,Mujer,Local,P0002,Set Deportivo,Deportivo,Conjunto,T043,Koaj Victoria,Pereira,Risaralda,KOAJ,1,159000.0,0.15,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V001829,2,2023-12-22,C00923,Hombre,Local,P0002,Set Deportivo,Deportivo,Conjunto,T032,Koaj La Castellana,Cartagena,Bolívar,KOAJ,3,153000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,S
V001769,1,2023-02-02,C00380,Hombre,Local,P0014,Jogger,Pantalones,Pantalón,T010,Koaj Terraplaza,Popayán,Cauca,KOAJ,2,136000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,28
V000432,1,2023-10-31,C00950,Hombre,Local,P0009,Camisa Casual,Camisas,Camisa,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,4,130000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xl
V001392,2,2024-08-22,C01987,Hombre,Local,P0014,Jogger,Pantalones,Pantalón,T002,Koaj Multicentro,Ibagué,Tolima,KOAJ,2,135000.0,0.0,Efectivo,Online,Temporada De Diciembre,32
V003715,1,2023-04-16,C02730,Mujer,Turista,P0008,Chaqueta Bomber,Chaquetas,Chaqueta,T031,Koaj Campanario,Popayán,Cauca,KOAJ,2,221000.0,0.4,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V002520,1,2023-09-02,C02255,Mujer,Local,P0001,Pantalón Clásico,Pantalones,Pantalón,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,143000.0,0.0,Efectivo,Tienda Física,Vacaciones,40
V000988,2,2023-12-03,C02466,Mujer,Local,P0015,Jean Straight,Jeans,Pantalón,T036,Koaj Caribe Plaza,Cartagena,Bolívar,KOAJ,1,177000.0,0.0,Transferencia,Tienda Física,Temporada Regular,28
V003551,1,2025-02-23,C00487,Mujer,Local,P0003,Jean Mom,Jeans,Pantalón,T016,Koaj Guacarí,Sincelejo,Sucre,KOAJ,1,183000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,38
V002441,1,2025-05-29,C01261,Mujer,Local,P0002,Set Deportivo,Deportivo,Conjunto,T022,Koaj Portal Del Prado,Barranquilla,Atlántico,KOAJ,1,148000.0,0.0,Efectivo,Tienda Física,Vacaciones,S
V000162,1,2023-07-15,C01834,Mujer,Local,P0008,Chaqueta Bomber,Chaquetas,Chaqueta,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,218000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,M
V002205,2,2025-03-10,C00924,Mujer,Local,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T027,Koaj Los Molinos,Medellín,Antioquia,KOAJ,1,209000.0,0.0,Tarjeta Débito,Tienda Física,Regreso A Clases,M
V002825,1,2025-02-09,C00734,Mujer,Local,P0017,Vestido Casual,Vestidos,Vestido,T020,Koaj Salitre Plaza,Bogotá,Bogotá D.C.,KOAJ,1,141000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V003238,1,2025-08-10,C02617,Mujer,Local,P0017,Vestido Casual,Vestidos,Vestido,T031,Koaj Campanario,Popayán,Cauca,KOAJ,4,152000.0,0.1,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V003225,1,2025-04-06,C02783,Hombre,Local,P0006,Cinturón,Accesorios,Accesorio,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,3,56000.0,0.4,Tarjeta Crédito,Tienda Física,Vacaciones,S
V000170,1,2024-01-20,C00655,Hombre,Local,P0017,Vestido Casual,Vestidos,Vestido,T010,Koaj Terraplaza,Popayán,Cauca,KOAJ,1,140000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,S
V002841,1,2025-01-19,C00625,Mujer,Local,P0017,Vestido Casual,Vestidos,Vestido,T005,Koaj Viva Sincelejo,Sincelejo,Sucre,KOAJ,1,143000.0,0.05,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V002854,2,2025-12-01,C01705,Hombre,Local,P0025,Vestido Corto,Vestidos,Vestido,T034,Koaj Viva Barranquilla,Barranquilla,Atlántico,KOAJ,2,144000.0,0.0,Efectivo,Tienda Física,Día De La Madre,L
V001738,1,2023-06-22,C02704,Mujer,Turista,P0012,Blusa,Blusas,Blusa,T026,Koaj Portal Del Quindío,Armenia,Quindío,KOAJ,4,114000.0,0.0,Transferencia,Tienda Física,Temporada Regular,S
V002794,1,2024-08-09,C01957,Hombre,Turista,P0010,Short,Shorts,Short,T027,Koaj Los Molinos,Medellín,Antioquia,KOAJ,1,94000.0,0.0,Efectivo,Tienda Física,Temporada Regular,32
V000055,2,2025-08-10,C01901,Mujer,Local,P0005,Falda,Faldas,Falda,T030,Koaj Cacique,Bucaramanga,Santander,KOAJ,2,112000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V001943,1,2024-06-26,C02255,Mujer,Local,P0015,Jean Straight,Jeans,Pantalón,T003,Koaj Ocean Mall,Santa Marta,Magdalena,KOAJ,2,178000.0,0.3,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,38
V001380,3,2024-08-07,C00016,Mujer,Local,P0025,Vestido Corto,Vestidos,Vestido,T033,Koaj Parque Arboleda,Pereira,Risaralda,KOAJ,1,140000.0,0.05,Tarjeta Débito,Tienda Física,Temporada De Diciembre,L
V000595,3,2025-05-25,C02217,Mujer,Local,P0009,Camisa Casual,Camisas,Camisa,T041,Koaj Mayales,Valledupar,Cesar,KOAJ,1,127000.0,0.0,Efectivo,Tienda Física,Temporada Regular,L
V000532,1,2023-01-06,C02628,Mujer,Local,P0003,Jean Mom,Jeans,Pantalón,T027,Koaj Los Molinos,Medellín,Antioquia,KOAJ,3,175000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,40
V002517,2,2024-01-08,C02780,Hombre,Local,P0014,Jogger,Pantalones,Pantalón,T010,Koaj Terraplaza,Popayán,Cauca,KOAJ,1,141000.0,0.0,Transferencia,Tienda Física,Regreso A Clases,30
V003409,1,2024-12-26,C00938,Hombre,Local,P0023,Camiseta Oversize,Camisetas,Camiseta,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,75000.0,0.0,Efectivo,Tienda Física,Temporada Regular,S
V001286,1,2024-12-07,C01284,Mujer,Local,P0017,Vestido Casual,Vestidos,Vestido,T016,Koaj Guacarí,Sincelejo,Sucre,KOAJ,2,144000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Sin Talla
V003018,1,2025-01-30,C00765,Mujer,Local,P0009,Camisa Casual,Camisas,Camisa,T030,Koaj Cacique,Bucaramanga,Santander,KOAJ,1,131000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V000536,1,2023-08-10,C02044,Mujer,Local,P0013,Bolso,Accesorios,Accesorio,T025,Koaj El Tesoro,Medellín,Antioquia,KOAJ,1,56000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,Xs
V002936,1,2025-03-31,C02388,Hombre,Local,P0013,Bolso,Accesorios,Accesorio,T012,Koaj Chipichape,Cali,Valle Del Cauca,KOAJ,2,55000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,Xl
V001267,1,2024-11-05,C00386,Mujer,Local,P0025,Vestido Corto,Vestidos,Vestido,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,2,134000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V000834,1,2023-12-26,C01486,Hombre,Local,P0025,Vestido Corto,Vestidos,Vestido,T016,Koaj Guacarí,Sincelejo,Sucre,KOAJ,1,139000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,S
V001263,1,2023-07-17,C02264,Mujer,Local,P0009,Camisa Casual,Camisas,Camisa,T008,Koaj Gran Estación,Bogotá,Bogotá D.C.,KOAJ,1,124000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xxl
V001269,1,2025-10-20,C00445,Mujer,Local,P0025,Vestido Corto,Vestidos,Vestido,T026,Koaj Portal Del Quindío,Armenia,Quindío,KOAJ,3,142000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V001664,1,2023-08-28,C00868,Mujer,Turista,P0006,Cinturón,Accesorios,Accesorio,T007,Koaj San Pedro Plaza,Neiva,Huila,KOAJ,2,59000.0,0.2,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V002583,1,2025-10-13,C01356,Mujer,Local,P0020,Camiseta Estampada,Camisetas,Camiseta,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,4,79000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V000731,1,2025-12-21,C01278,Mujer,Local,P0023,Camiseta Oversize,Camisetas,Camiseta,T023,Koaj Jardín Plaza,Cali,Valle Del Cauca,KOAJ,1,80000.0,0.15,Efectivo,Tienda Física,Día Del Padre,M
V001560,2,2025-07-19,C00095,Hombre,Local,P0004,Jean Skinny,Jeans,Pantalón,T012,Koaj Chipichape,Cali,Valle Del Cauca,KOAJ,2,171000.0,0.0,Efectivo,Tienda Física,Día De La Madre,30
V003167,2,2024-02-03,C02293,Mujer,Local,P0026,Buzo Con Capucha,Buzos,Buzo,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,3,131000.0,0.3,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V001691,1,2025-08-15,C01153,Mujer,Local,P0006,Cinturón,Accesorios,Accesorio,T024,Koaj La Quinta,Bucaramanga,Santander,KOAJ,4,58000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V002269,2,2025-05-12,C02147,Mujer,Local,P0021,Polo,Camisas,Polo,T022,Koaj Portal Del Prado,Barranquilla,Atlántico,KOAJ,1,121000.0,0.0,Efectivo,Tienda Física,Vacaciones,S
V002865,2,2025-10-30,C02060,Hombre,Local,P0017,Vestido Casual,Vestidos,Vestido,T003,Koaj Ocean Mall,Santa Marta,Magdalena,KOAJ,1,152000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V002416,2,2024-02-16,C00064,Hombre,Local,P0021,Polo,Camisas,Polo,T001,Koaj Premium Plaza,Medellín,Antioquia,KOAJ,4,126000.0,0.3,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V001031,1,2024-01-12,C01147,Mujer,Local,P0014,Jogger,Pantalones,Pantalón,T018,Koaj Mall Plaza,Cartagena,Bolívar,KOAJ,4,140000.0,0.15,Tarjeta Crédito,Online,Temporada Regular,38
V000118,1,2023-04-14,C01464,Mujer,Local,P0023,Camiseta Oversize,Camisetas,Camiseta,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,3,79000.0,0.0,Efectivo,Online,Temporada Regular,Xl
V003769,3,2025-03-01,C01044,Hombre,Local,P0019,Top,Tops,Top,T024,Koaj La Quinta,Bucaramanga,Santander,KOAJ,2,74000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,L
V001992,1,2023-08-22,C02096,Hombre,Local,P0008,Chaqueta Bomber,Chaquetas,Chaqueta,T021,Koaj Mallplaza,Manizales,Caldas,KOAJ,1,223000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,L
V001169,2,2025-07-08,C02780,Mujer,Local,P0006,Cinturón,Accesorios,Accesorio,T036,Koaj Caribe Plaza,Cartagena,Bolívar,KOAJ,3,56000.0,0.0,Tarjeta Débito,Tienda Física,Día Del Padre,Xs
V002963,3,2025-11-07,C00622,Mujer,Local,P0016,Pantalón Cargo,Pantalones,Pantalón,T003,Koaj Ocean Mall,Santa Marta,Magdalena,KOAJ,4,141000.0,0.0,Tarjeta Crédito,Online,Vacaciones,32
V002862,1,2023-06-30,C00339,Hombre,Local,P0008,Chaqueta Bomber,Chaquetas,Chaqueta,T017,Koaj Titán Plaza,Bogotá,Bogotá D.C.,KOAJ,2,219000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V002024,2,2024-05-24,C02780,Hombre,Turista,P0013,Bolso,Accesorios,Accesorio,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,4,60000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xxl
V002467,1,2025-03-14,C00946,Mujer,Turista,P0002,Set Deportivo,Deportivo,Conjunto,T003,Koaj Ocean Mall,Santa Marta,Magdalena,KOAJ,2,157000.0,0.4,Efectivo,Tienda Física,Temporada Regular,M
V003031,3,2024-03-17,C01271,Mujer,Local,P0012,Blusa,Blusas,Blusa,T015,Koaj Wajira,Riohacha,La Guajira,KOAJ,1,110000.0,0.0,Tarjeta Débito,Tienda Física,Día De La Madre,M
V003069,1,2024-01-27,C02495,Mujer,Local,P0021,Polo,Camisas,Polo,T014,Koaj La Estación,Ibagué,Tolima,KOAJ,2,125000.0,0.1,Efectivo,Tienda Física,Día De La Madre,Xs
V003670,1,2025-08-22,C00753,Mujer,Local,P0001,Pantalón Clásico,Pantalones,Pantalón,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,2,137000.0,0.1,Tarjeta Crédito,Tienda Física,Temporada Regular,36
V001319,2,2024-08-21,C01192,Mujer,Local,P0001,Pantalón Clásico,Pantalones,Pantalón,T007,Koaj San Pedro Plaza,Neiva,Huila,KOAJ,1,146000.0,0.0,Tarjeta Débito,Tienda Física,Día De La Madre,36
V001314,2,2025-07-13,C00406,Mujer,Local,P0009,Camisa Casual,Camisas,Camisa,T037,Koaj Fundadores,Manizales,Caldas,KOAJ,1,126000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xxl
V003420,1,2023-01-22,C02690,Hombre,Local,P0026,Buzo Con Capucha,Buzos,Buzo,T021,Koaj Mallplaza,Manizales,Caldas,KOAJ,4,139000.0,0.3,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V003335,1,2024-07-11,C01699,Mujer,Local,P0017,Vestido Casual,Vestidos,Vestido,T001,Koaj Premium Plaza,Medellín,Antioquia,KOAJ,1,141000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,M
V000130,1,2025-11-25,C01960,Mujer,Local,P0006,Cinturón,Accesorios,Accesorio,T012,Koaj Chipichape,Cali,Valle Del Cauca,KOAJ,2,54000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V001964,1,2023-12-16,C01031,Mujer,Turista,P0014,Jogger,Pantalones,Pantalón,T039,Koaj Alamedas,Montería,Córdoba,KOAJ,1,135000.0,0.1,Tarjeta Crédito,Tienda Física,Black Friday,30
V001262,1,2023-07-08,C00577,Mujer,Local,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T038,Koaj Plaza Central,Bogotá,Bogotá D.C.,KOAJ,1,226000.0,0.0,Transferencia,Tienda Física,Día De La Madre,L
V001830,1,2023-10-10,C01136,Mujer,Local,P0011,Buzo Básico,Buzos,Buzo,T003,Koaj Ocean Mall,Santa Marta,Magdalena,KOAJ,1,134000.0,0.0,Tarjeta Crédito,Tienda Física,Día Del Padre,S
V000907,1,2023-01-09,C01617,Hombre,Local,P0011,Buzo Básico,Buzos,Buzo,T028,Koaj Ventura Plaza,Cúcuta,Norte De Santander,KOAJ,3,140000.0,0.0,Transferencia,Online,Regreso A Clases,Xl
V001746,1,2025-08-18,C01573,Hombre,Local,P0010,Short,Shorts,Short,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,3,98000.0,0.05,Tarjeta Crédito,Tienda Física,Día Del Padre,34
V003057,3,2024-12-03,C01381,Mujer,Local,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T031,Koaj Campanario,Popayán,Cauca,KOAJ,1,218000.0,0.05,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V000327,3,2023-09-23,C01852,Hombre,Local,P0006,Cinturón,Accesorios,Accesorio,T028,Koaj Ventura Plaza,Cúcuta,Norte De Santander,KOAJ,1,55000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,S
V001065,1,2025-08-13,C00869,Hombre,Local,P0009,Camisa Casual,Camisas,Camisa,T034,Koaj Viva Barranquilla,Barranquilla,Atlántico,KOAJ,2,128000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V000385,1,2024-03-31,C00608,Mujer,Local,P0013,Bolso,Accesorios,Accesorio,T017,Koaj Titán Plaza,Bogotá,Bogotá D.C.,KOAJ,3,58000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V002422,2,2024-12-06,C01137,Hombre,Local,P0025,Vestido Corto,Vestidos,Vestido,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,3,144000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V001513,2,2024-07-24,C02120,Mujer,Turista,P0005,Falda,Faldas,Falda,T011,Koaj Santa Fe,Medellín,Antioquia,KOAJ,3,111000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,Xs
V003076,2,2025-05-18,C00741,Hombre,Local,P0007,Gorra,Accesorios,Accesorio,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,59000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V003698,2,2024-09-24,C00555,Hombre,Local,P0016,Pantalón Cargo,Pantalones,Pantalón,T012,Koaj Chipichape,Cali,Valle Del Cauca,KOAJ,1,139000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,34
V002320,1,2024-02-17,C01582,Mujer,Turista,P0008,Chaqueta Bomber,Chaquetas,Chaqueta,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,2,212000.0,0.0,Efectivo,Tienda Física,Temporada Regular,S
V002052,1,2024-04-07,C00710,Hombre,Local,P0016,Pantalón Cargo,Pantalones,Pantalón,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,3,138000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,36
V003095,1,2024-07-05,C02285,Hombre,Local,P0019,Top,Tops,Top,T012,Koaj Chipichape,Cali,Valle Del Cauca,KOAJ,1,72000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V000493,1,2023-01-06,C01199,Mujer,Local,P0013,Bolso,Accesorios,Accesorio,T040,Koaj Andino,Bogotá,Bogotá D.C.,KOAJ,1,57000.0,0.1,Transferencia,Online,Black Friday,Xxl
V002725,2,2025-07-12,C01398,Mujer,Local,P0012,Blusa,Blusas,Blusa,T010,Koaj Terraplaza,Popayán,Cauca,KOAJ,1,111000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V000328,1,2024-07-06,C02509,Mujer,Local,P0012,Blusa,Blusas,Blusa,T037,Koaj Fundadores,Manizales,Caldas,KOAJ,1,111000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V002253,1,2025-04-27,C00402,Mujer,Local,P0002,Set Deportivo,Deportivo,Conjunto,T021,Koaj Mallplaza,Manizales,Caldas,KOAJ,4,161000.0,0.15,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V001705,1,2023-07-28,C02076,Mujer,Turista,P0025,Vestido Corto,Vestidos,Vestido,T007,Koaj San Pedro Plaza,Neiva,Huila,KOAJ,1,140000.0,0.05,Transferencia,Online,Temporada Regular,Xl
V001985,2,2025-07-19,C01634,Mujer,Local,P0004,Jean Skinny,Jeans,Pantalón,T013,Koaj Caracolí,Bucaramanga,Santander,KOAJ,1,164000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,32
V001383,1,2025-05-05,C02360,Hombre,Local,P0010,Short,Shorts,Short,T008,Koaj Gran Estación,Bogotá,Bogotá D.C.,KOAJ,4,94000.0,0.0,Tarjeta Crédito,Online,Temporada Regular,28
V002808,3,2023-03-16,C02169,Hombre,Local,P0015,Jean Straight,Jeans,Pantalón,T030,Koaj Cacique,Bucaramanga,Santander,KOAJ,2,184000.0,0.1,Tarjeta Crédito,Tienda Física,Temporada Regular,28
V002542,1,2023-08-21,C02416,Hombre,Local,P0025,Vestido Corto,Vestidos,Vestido,T031,Koaj Campanario,Popayán,Cauca,KOAJ,1,140000.0,0.15,Tarjeta Crédito,Tienda Física,Día De La Madre,Xs
V002751,2,2023-10-04,C00869,Hombre,Turista,P0003,Jean Mom,Jeans,Pantalón,T041,Koaj Mayales,Valledupar,Cesar,KOAJ,1,171000.0,0.0,Efectivo,Tienda Física,Temporada De Diciembre,36
V002930,1,2024-03-12,C00862,Mujer,Local,P0020,Camiseta Estampada,Camisetas,Camiseta,T031,Koaj Campanario,Popayán,Cauca,KOAJ,4,76000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V002184,2,2023-05-24,C01029,Mujer,Local,P0002,Set Deportivo,Deportivo,Conjunto,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,160000.0,0.0,Tarjeta Crédito,Online,Día De La Madre,Xs
V002678,1,2024-06-08,C01321,Mujer,Turista,P0019,Top,Tops,Top,T017,Koaj Titán Plaza,Bogotá,Bogotá D.C.,KOAJ,1,71000.0,0.05,Tarjeta Crédito,Online,Temporada Regular,L
V000994,1,2024-07-09,C00726,Hombre,Local,P0018,Camiseta Básica,Camisetas,Camiseta,T018,Koaj Mall Plaza,Cartagena,Bolívar,KOAJ,3,74000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,S
V002182,1,2025-12-02,C02234,Mujer,Local,P0001,Pantalón Clásico,Pantalones,Pantalón,T005,Koaj Viva Sincelejo,Sincelejo,Sucre,KOAJ,2,146000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,40
V002089,1,2025-07-12,C00402,Hombre,Local,P0010,Short,Shorts,Short,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,96000.0,0.0,Tarjeta Crédito,Online,Día Del Padre,38
V000083,1,2025-07-11,C02440,Hombre,Turista,P0002,Set Deportivo,Deportivo,Conjunto,T031,Koaj Campanario,Popayán,Cauca,KOAJ,1,159000.0,0.05,Tarjeta Débito,Tienda Física,Día Del Padre,Xl
V000323,1,2024-03-16,C00735,Hombre,Local,P0007,Gorra,Accesorios,Accesorio,T028,Koaj Ventura Plaza,Cúcuta,Norte De Santander,KOAJ,1,58000.0,0.0,Efectivo,Tienda Física,Black Friday,M
V001169,1,2025-07-08,C02780,Mujer,Local,P0017,Vestido Casual,Vestidos,Vestido,T036,Koaj Caribe Plaza,Cartagena,Bolívar,KOAJ,4,149000.0,0.0,Tarjeta Débito,Tienda Física,Día Del Padre,Xl
V003610,2,2023-06-04,C01375,Mujer,Local,P0002,Set Deportivo,Deportivo,Conjunto,T012,Koaj Chipichape,Cali,Valle Del Cauca,KOAJ,1,161000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V002755,1,2023-11-22,C01611,Mujer,Local,P0021,Polo,Camisas,Polo,T010,Koaj Terraplaza,Popayán,Cauca,KOAJ,1,118000.0,0.3,Tarjeta Débito,Online,Temporada Regular,Xs
V002305,1,2025-05-27,C02748,Hombre,Local,P0021,Polo,Camisas,Polo,T010,Koaj Terraplaza,Popayán,Cauca,KOAJ,2,118000.0,0.2,Efectivo,Tienda Física,Black Friday,Xs
V000882,1,2025-11-30,C01454,Mujer,Local,P0021,Polo,Camisas,Polo,T001,Koaj Premium Plaza,Medellín,Antioquia,KOAJ,1,123000.0,0.3,Tarjeta Débito,Tienda Física,Vacaciones,Xxl
V001271,1,2025-07-09,C02332,Hombre,Local,P0021,Polo,Camisas,Polo,T043,Koaj Victoria,Pereira,Risaralda,KOAJ,2,125000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V002552,1,2025-06-18,C01849,Mujer,Local,P0009,Camisa Casual,Camisas,Camisa,T010,Koaj Terraplaza,Popayán,Cauca,KOAJ,1,132000.0,0.0,Efectivo,Online,Regreso A Clases,Xl
V001809,1,2025-09-22,C01769,Hombre,Turista,P0026,Buzo Con Capucha,Buzos,Buzo,T033,Koaj Parque Arboleda,Pereira,Risaralda,KOAJ,1,142000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xxl
V000986,1,2024-08-03,C01221,Hombre,Local,P0011,Buzo Básico,Buzos,Buzo,T043,Koaj Victoria,Pereira,Risaralda,KOAJ,1,135000.0,0.0,Efectivo,Online,Temporada De Diciembre,L
V000318,2,2024-07-03,C01372,Mujer,Local,P0017,Vestido Casual,Vestidos,Vestido,T042,Koaj Guatapurí,Valledupar,Cesar,KOAJ,1,149000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
